AED모델명,우편번호(앞자리),우편번호(뒤자리),관리책임자명,관리자연락처,설치기관주소,설치기관전화번호,설치위치,제조사,설치기관명,경도,위도
HeartOn A10-G4,65,46,박**,010********,"서울특별시 서초구 신반포로 176, 센트럴시티 (반포동)",010-4879-7202,"지하4층 엘리베이터 1,2호기 앞 공용부",메디아나,신세계센트럴(호남선터미널),127.0024112,37.50393446
HR-501-B,60,26,송**,02-*******,서울특별시 강남구 언주로 811  (신사동),02-3496-0300,전시장 정문 출입구,라디안큐바이오,엘엔티모터스(도요타강남),127.0328729,37.52269079
Hearton A15-G4,65,8,조**,02-******,서울특별시 서초구 잠원로 117 아크로리버뷰신반포 (잠원동),02-537-5194,보안실안쪽 출입문옆(24시간개방),메디아나,아크로리버뷰신반포,127.0069957,37.51451892
Heart Guardian HR-501-B,47,27,전**,010********,"서울특별시 성동구 금호로 140 (금호동1가, 이편한세상금호파크힐스)",02-2292-9168,관리사무소 입구(111동 앞),(주)라디안큐바이오,e편한세상금호파크힐스아파트,127.0228776,37.55427754
HR-501-B,17,48,곽**,02-******,"서울특별시 노원구 노원로16길 15 (하계동, 중계주공9단지아파트)",02-949-5518,관리사무소 내,라디안큐바이오,중계주공9단지,127.0743144,37.64284629
Heartstart HS1,73,6,이**,02-*******,서울특별시 영등포구 경인로 870 패어필드 바이 메리어트 호텔 (영등포동1가),02-2198-9000,1층 프론트오피스 업무공간,필립스,페어필드바이메리어트호텔,126.9092831,37.51698295
HeartonA15-G4,34,45,정**,010********,서울특별시 은평구 은평터널로7길 6  (신사동),02-373-7641,6층 교무실 앞,메디아나,숭실중학교,126.9052938,37.59334043
Hearton A15-G4,34,45,정**,010********,서울특별시 은평구 은평터널로7길 6  (신사동),02-373-7641,보건실,메디아나,숭실중학교,126.9053391,37.59333596
HeartOn A15-G4,77,99,남**,010********,서울특별시 강서구 마곡서1로 60 강서세무서 운영지원과 (마곡동),02-2630-4200,1층 안내데스크 입구,메디아나,강서세무서,126.8215026,37.56213928
NF1200,43,77,윤**,02-*******,"서울특별시 용산구 한강대로23길 55, 용산역 (한강로3가)",02-3780-5410,1번 승강장,(주)씨유메디칼,용산역 경부선,126.9646991,37.52991144
NF1200,43,77,윤**,02-*******,"서울특별시 용산구 한강대로23길 55, 용산역 (한강로3가)",02-3780-5410,5번 승강장,(주)씨유메디칼,용산역 경부선,126.9649198,37.52972906
NF1200,43,77,윤**,02-*******,"서울특별시 용산구 한강대로23길 55, 용산역 (한강로3가)",02-3780-5410,6번 승강장,(주)씨유메디칼,용산역 경부선,126.9647427,37.5297736
Heart NT-180,34,91,김**,02-******,"서울특별시 은평구 은평터널로 65 (수색동, 대림한숲타운아파트)",23082094,관리동,나눔테크,이편한세상수색에코포레,126.8991669,37.58689948
HeartGuardian HR-501B,34,91,권**,02-******,"서울특별시 은평구 은평터널로 65 (수색동, 대림한숲타운아파트)",23082094,6초소,라디안,이편한세상수색에코포레,126.8991669,37.58689948
Heart Guardian BT-303R,27,2,조**,010********,서울특별시 성북구 솔샘로 107  (정릉동),02-919-9566,2층 로비,라디안,성북청소년문화의집,127.0085039,37.61565059
Heart NT-180,34,91,권**,02-******,"서울특별시 은평구 은평터널로 65 (수색동, 대림한숲타운아파트)",23082094,8초소,라디안,이편한세상수색에코포레,126.8991669,37.58689948
AED-3100,20,30,유**,02-******,"서울특별시 중랑구 숙선옹주로 45 관리사무소 (묵동, e-편한세상화랑대)",02-979-7656,관리사무소 건물 앞 보안실 건물 내부,니혼코텔코리아,이편한세상화랑대아파트,127.082787,37.61642599
HeartPlus NT-180,20,55,손**,010********,"서울특별시 중랑구 신내역로 165  (신내동, 신내우디안2단지)",02-496-8341,205동앞 관리사무소 현관입구,(주)나눔테크,신내데시앙포레아파트,127.1098186,37.61575747
NF1200,20,29,김**,010********,"서울특별시 중랑구 숙선옹주로 91  (묵동, 신내4단지신내아파트)",02-3421-8552,404동 1층 옐레베이터앞,(주)씨유메디칼시스템,신내4단지아파트,127.0855438,37.6172669
HR-501,41,27,성**,02-*******,"서울특별시 마포구 숭문길 98 마포자이3차아파트 (염리동, 마포자이3차)",02-354-2290,정문 경비실,(주)라디안,마포자이3차아파트,126.9466157,37.55027896
HR-501,41,27,성**,02-*******,"서울특별시 마포구 숭문길 98 마포자이3차아파트 (염리동, 마포자이3차)",02-354-2290,커뮤니티센터 헬스장 입구,(주)라디안,마포자이3차아파트,126.9466157,37.55027896
HR-501,41,27,성**,02-*******,"서울특별시 마포구 숭문길 98 마포자이3차아파트 (염리동, 마포자이3차)",02-354-2290,108동 1층 1~4라인,(주)라디안,마포자이3차아파트,126.9466157,37.55027896
CU-SP1,43,83,신**,010********,서울특별시 용산구 이태원로 22,02-748-1178,국방부 대변인실(본관 1층),㈜씨유메디칼,국방부 근무지원단,126.977571,37.53365825
HR-501,26,16,김**,010********,"서울특별시 동대문구 답십리로56길 105 (답십리동, 답십리 파크자이)",02-6949-5236,관리사무실 내,(주)라디안큐바이오,답십리파크자이 아파트,127.0584569,37.56779014
HR-501,62,78,추**,02-*******,서울특별시 강남구 도곡로64길 21 (대치동),02-566-1766,단국고등학교 1층 중앙현관 안,라디안큐바이오,단국대학교부속소프트웨어고등학교,127.0577682,37.49561749
HeartPlus NT-180,39,0,박**,02-*******,"서울특별시 마포구 한강난지로 162, 한강공원 난지안내센터 (상암동)",02-3151-0256,난지한강공원 물놀이장 안내센터,나눔테크,난지한강공원물놀이장(한강사업본부),126.8793995,37.56406002
CU-SP1 Plus,83,67,이**,02-*******,"서울특별시 구로구 금오로 865, 서울남부구치소 (천왕동)",02-2105-0391,의료과 1층 처치실 내,씨유메디칼,서울남부구치소,126.8372096,37.47714891
I-PAD MC100,39,60,김**,02-*******,"서울특별시 마포구 방울내로7길 11, 망원2동주민센터 (망원동)",231536830,망원2동 주민센터 찾동차량,씨유메디칼시스템,망원2동주민센터,126.9023171,37.56031134
NT-180,75,76,강**,02-*******,"서울특별시 강서구 공항대로43길 104, 803동 (등촌동, 등촌주공7,8단지아파트)",02-2658-0221,등촌8단지주공아파트 803동 경비실,나눔테크,등촌주공8단지아파트,126.8516942,37.56023933
NT-180,75,98,노**,010********,"서울특별시 강서구 마곡서1로 146 (마곡동, 마곡엠밸리2단지)",02-2666-9280,관리사무실 입구,나눔테크,마곡엠밸리2단지아파트,126.821411,37.56882497
HeartPlus NT-180,75,8,강**,010********,"서울특별시 강서구 금낭화로 210, 삼정중학교 (방화동)",02-2666-5893,본관 현관,나눔테크,삼정중학교,126.8106015,37.5814869
HeartPlus NT-180,75,80,안**,02-*******,"서울특별시 강서구 강서로56나길 140, 등양초등학교 (등촌동)",02-2658-0072,본관 1층 보건실 앞,나눔테크,서울등양초등학교,126.8447602,37.56494704
G3 PLUS,63,44,고**,010********,"서울특별시 강남구 개포로110길 50 (일원동, 래미안 루체하임)",02-451-1188,107동 지하1층 커뮤니티센터 내 카페루체 옆,카디악사이언스,래미안개포루체하임아파트,127.0796221,37.489542
i-PAD CU-SP1 Plus,24,47,김**,010********,"서울특별시 동대문구 경희대로 23, 경희의료원 (회기동)",958-9915,암병원 1층 TCC실 앞,씨유메디칼시스템,경희의료원,127.0507417,37.59377621
SP1+,24,47,김**,010********,"서울특별시 동대문구 경희대로 23, 경희의료원 (회기동)",958-9915,암병원5층물리치료실앞,씨유메디컬,경희의료원,127.0507417,37.59377621
NT-381,63,26,손**,010********,"서울특별시 강남구 선릉로 8 (개포동, 래미안블레스티지)",02-2058-1970,클럽래미안,나눔테크,래미안블레스티지아파트,127.0655078,37.48125779
NT-381,63,26,손**,010********,"서울특별시 강남구 선릉로 8 (개포동, 래미안블레스티지)",02-2058-1970,생활지원센터 내,나눔테크,래미안블레스티지아파트,127.0641545,37.48005839
HeartStart FRx,50,29,이**,010********,"서울특별시 광진구 능동로 120, 건국대학교사범대학부속고등학교 (화양동)",02-446-9046,본관1층,Philips Medical System,건국대학교사범대학부속고등학교,127.0803956,37.54010492
HeartStart FRx,50,29,이**,010********,"서울특별시 광진구 능동로 120, 건국대학교사범대학부속고등학교 (화양동)",02-446-9046,체육관 입구,PhilipsMedical System,건국대학교사범대학부속고등학교,127.0810822,37.54053775
HEARTSTART FRx,67,72,배**,010********,"서울특별시 서초구 양재대로 159, 코스트코양재점 (양재동)",1899-9900,1층 입구 엘리베이터 옆,필립스,코스트코코리아양재점,127.0361528,37.46197321
Heart Keeper,83,68,정**,010********,"서울특별시 구로구 항동로 43 (항동, 하버라인 3단지)",02-3666-0361,관리사무소 입구내,나눔테크,항동하버라인3단지아파트,126.8246972,37.47887897
HeartPlus NT-180,39,54,김**,02-******,"서울특별시 마포구 월드컵로25길 190, 마포구민체육센터 (망원동)",23247403,2층 승강기 옆,나눔테크,마포구민체육센터,126.8969648,37.55676534
i-PAD NF1200,41,26,김**,070********,"서울특별시 마포구 숭문길 99, 숭문중고등학교 (대흥동)",02-716-2981,보건실 입구 벽면,씨유메디칼시스템,숭문고등학교,126.9457933,37.55089307
HR-501,83,64,최**,010********,"서울특별시 구로구 천왕로1길 11, 천왕초등학교 (천왕동)",02-6343-4300,2층 엘리베이터 옆,라디안큐바이오,서울천왕초등학교,126.8370629,37.48145598
HeartOn A10- G4,53,28,우**,010********,"서울특별시 강동구 천호대로 1005, 현대백화점 (천호동)",02-2225-7114,B1층 직원동선 10호기 E/V 옆,(주)메디아나,현대백화점천호점,127.1244406,37.53897559
HeartOn A10-G4,53,28,우**,010********,"서울특별시 강동구 천호대로 1005, 현대백화점 (천호동)",02-2225-7114,B2층 직원동선 반입장 입구 옆,(주)메디아나,현대백화점천호점,127.1244406,37.53897559
HeartStart HS1,28,44,고**,02-******,"서울특별시 성북구 보문로34다길 2, 성신여자대학교 (돈암동)",02-920-7341,성신건강관리센터 입구,필립스,성신여자대학교,127.0221474,37.59165365
HeartStart HS1,28,44,고**,02-******,"서울특별시 성북구 보문로34다길 2, 성신여자대학교 (돈암동)",02-920-7341,성신여자대학교 수정캠퍼스 쳬육관 입구,필립스,성신여자대학교,127.0221474,37.59165365
HR-501,65,99,이**,010********,"서울특별시 서초구 서초중앙로 220 (반포동, 반포 래미안아이파크)",25948033,정문 보안 초소,(주)라디안큐바이오,반포래미안아이파크,127.0124717,37.50151093
HR-501,27,63,목**,010********,"서울특별시 성북구 장월로 160 (장위동, 래미안장위포레카운티)",02-3292-2100,1층 생활지원센터(구 관리사무소)출입구,(주)라디안,래미안장위포레카운티아파트,127.0522528,37.61792063
HeartKeeper,34,66,박**,02-******,"서울특별시 은평구 응암로30길 16 (응암동, 백련산SK뷰아이파크)",02-356-9623,주민공동시설 로비,(주)나눔테크,백련산sk뷰아이파크아파트,126.9210086,37.59488368
HeartOn A15-G4,13,0,김**,02-******,서울특별시 도봉구 도봉산길 86,02-901-0700,1층 로비,메디아나,국립공원관리공단북한산생태탐방연수원,127.034761,37.68732834
HeartOn A15-G4,13,0,이**,02-******,서울특별시 도봉구 도봉산길 86,02-901-0700,2층로비,메디아나,국립공원관리공단북한산생태탐방연수원,127.034761,37.68732834
HR-501,24,34,이**,010********,"서울특별시 동대문구 휘경로 60 (휘경동, 휘경SK VIEW 아파트)",02-2245-5800,후문경비초소,라디안,휘경SK뷰아파트,127.0649278,37.59372709
ReHeart NT-381C,79,97,심**,010********,"서울특별시 양천구 목동동로 309, 행복한세상 (목동)",02-6678-9563,행복한백화점 1층 보안실앞,나눔테크,(주)중소기업유통센터,126.8760101,37.52914435
Heart Guardian HR-503,66,55,이**,010********,"서울특별시 서초구 서초대로38길 12, 마제스타시티, 힐스테이트 서리풀 (서초동, 마제스타시티, 힐스테이트 서리풀)",010-8240-0603,지하2층 -도와드리겠습니다.- 앞,라디안큐바이오,롯데마트서초점,127.0053816,37.49049503
HeartOn15-G4,30,32,정**,02-******,"서울특별시 종로구 자하문로 105, 청운초등학교 (청운동)",02-720-3095,2층 엘리베이터 옆,메디아나,서울청운초등학교,126.9692367,37.58592131
하트스타트HSI,31,72,신**,02-*******,"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",02-2100-7057,외교부 9층 서쪽 복도,필립스,외교부,126.9751003,37.57361161
하트스타트 HSI,31,72,신**,02-*******,"서울특별시 종로구 사직로8길 60, 정부서울청사별관 (도렴동)",02-2100-7057,외교부6층 양호실 맞은편,필립스,외교부,126.9751003,37.57361161
i-PAD NF1200,83,82,방**,02-******,"서울특별시 구로구 디지털로 243, 지하이시티 2층 211호 (구로동)",02-860-8171,보건지소 현관입구,㈜씨유메디칼,구로구보건소G밸리보건지소,126.8923489,37.48199214
Heart On A15-G4,79,97,이**,02-*******,"서울특별시 양천구 목동동로 309, 행복한세상 6층 (목동)",02-3147-3818,메가박스 영화관(영화관 로비),(주)메디아나,메가박스목동지점,126.8759847,37.52921099
ZOLL AED Plus,82,59,권**,010********,"서울특별시 구로구 부일로9길 111, 온수 어르신복지회관 (온수동)",02-3666-8750,1층 안내데스크,졸메디컬,온수어르신복지관,126.8233844,37.49673136
HeartPlus NT-180,47,59,이**,02-*******,"서울특별시 성동구 마조로11길 6, 마장국민체육센터 1층 (마장동)",02-2286-6087,성동생명안전배움터 1층,나눔테크,성동생명안전배움터,127.0407007,37.56192671
Heart Keeper,83,62,민**,010********,"서울특별시 구로구 연동로 234 (항동, 하버라인 2단지)",02-2066-1599,관리사무소 앞,나눔테크,항동하버라인2단지아파트,126.8219725,37.48173289
HeartStart HS1,10,2,김**,010********,서울특별시 강북구 삼양로173길 120 북한산국립공원 인수구조대 (우이동),02-996-5306,백운봉암문,필립스,북한산국립공원 특수산악구조대,126.9795159,37.65784
HeartOn A15-G4,80,10,변**,070********,"서울특별시 양천구 목동동로 172, 목동중학교 (신정동)",02-2643-1103,동관 중앙현관,메디아나,목동중학교,126.8714434,37.5209572
HR-501-B,63,23,이**,010********,"서울특별시 강남구 개포로 409 (개포동, 현대3차아파트)",572-5995,4초소 경비초소,라디안,개포현대3차아파트,127.0611695,37.48832393
